Source Plate,Source Plate Type,Source Well,Sample ID,Destination Plate Name,Destination Well,Transfer Volume,Sample Comment
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,C9,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,B9,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,H10,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,G10,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,F10,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,E10,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,D10,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,C10,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,B10,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,A10,1250,Actual concentration: 12.02
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,H11,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,G11,1250,Actual concentration: 12.02
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,F11,1650,Actual concentration: 15.86
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,E11,2075,Actual concentration: 19.95
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,D11,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,C11,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,B11,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,H12,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,G12,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,F12,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,E12,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,D12,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,C12,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,B12,825,Actual concentration: 7.93
384_source_c1,384PP_Plus_AQ_BP,A5,m162,Axygen 96,A12,1250,Actual concentration: 12.02
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,H1,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,G1,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,F1,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,E1,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,D1,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,C1,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,B1,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,H2,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,G2,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,F2,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,E2,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,D2,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,C2,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,B2,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,A2,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,H3,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,G3,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,F3,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,E3,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,D3,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,C3,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,B3,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,H4,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,G4,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,F4,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,E4,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,D4,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,C4,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,B4,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,A4,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,H5,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,G5,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,F5,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,E5,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,D5,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,C5,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,B5,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,H6,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,G6,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,F6,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,E6,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,D6,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,C6,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,B6,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,A6,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,H7,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,G7,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,F7,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,E7,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,D7,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,C7,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,B7,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,H8,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,G8,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,F8,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,E8,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,D8,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,C8,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,B8,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,A8,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,H9,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,G9,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,F9,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,E9,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,D9,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,C9,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,B9,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,G10,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,F10,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,E10,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,D10,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,C10,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,B10,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,A10,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,H11,1175,Actual concentration: 1.61
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,G11,1175,Actual concentration: 1.61
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,F11,1175,Actual concentration: 1.61
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,E11,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,D11,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,C11,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,B11,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,H12,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,G12,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,F12,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,E12,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,D12,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,C12,150,Actual concentration: 0.21
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,B12,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,C3,m163,Axygen 96,A12,575,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,H1,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,G1,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,F1,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,E1,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,D1,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,C1,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,B1,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,H2,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,G2,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,F2,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,E2,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,D2,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,C2,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,B2,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,A2,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,H3,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,G3,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,F3,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,E3,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,D3,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,C3,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,B3,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,H4,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,G4,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,F4,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,E4,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,D4,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,C4,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,B4,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,A4,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,H5,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,G5,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,F5,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,E5,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,D5,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,C5,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,B5,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,H6,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,G6,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,F6,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,E6,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,D6,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,C6,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,B6,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,A6,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,H7,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,G7,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,F7,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,E7,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,D7,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,C7,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,B7,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,H8,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,G8,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,F8,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,E8,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,D8,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,C8,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,B8,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,A8,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,H9,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,G9,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,F9,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,E9,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,D9,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,C9,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,B9,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,H10,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,F10,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,E10,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,D10,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,C10,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,B10,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,A10,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,H11,1225,Actual concentration: 1.60
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,G11,1225,Actual concentration: 1.60
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,F11,1225,Actual concentration: 1.60
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,E11,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,D11,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,C11,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,B11,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,H12,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,G12,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,F12,150,Actual concentration: 0.20
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,E12,600,Actual concentration: 0.79
384_source_c1,384PP_Plus_AQ_BP,E3,m164,Axygen 96,D12,600,Actual concentration: 0.79
