,m169_GvpW,50.000,15.238,5048.000,3281.200,,,m169_GvpW,10.254,10.254,10.254,10.254,10.254,10.254,10.254,0.000,20.508,20.508,20.508,20.508,20.508,20.508,20.508,82.030,41.015,41.015,41.015,41.015,41.015,41.015,41.015,0.000,82.030,82.030,82.030,82.030,82.030,82.030,82.030,82.030,,,m169_GvpW,0.099,0.099,0.099,0.099,0.099,0.099,0.099,0.000,0.199,0.199,0.199,0.199,0.199,0.199,0.199,0.795,0.398,0.398,0.398,0.398,0.398,0.398,0.398,0.000,0.795,0.795,0.795,0.795,0.795,0.795,0.795,0.795,,m169_GvpW,0.000,8.685,,,
,pUC19 (maxi),202.900,116.215,2686.000,1745.900,,,pUC19 (maxi),2387.233,2206.533,2025.833,1845.133,1664.433,1483.733,1122.333,3000.000,2316.566,2135.866,1955.166,1774.466,1593.766,1413.066,1051.666,1079.413,2175.231,1994.531,1813.831,1633.131,1452.431,1271.731,910.331,3000.000,1892.563,1711.863,1531.163,1350.463,1169.763,989.063,627.662,1079.413,,,pUC19 (maxi),43.506,40.213,36.920,33.627,30.333,27.040,20.454,54.674,42.218,38.925,35.632,32.339,29.046,25.752,19.166,19.672,39.643,36.349,33.056,29.763,26.470,23.177,16.590,54.674,34.491,31.198,27.905,24.612,21.318,18.025,11.439,19.672,,pUC19 (maxi),0.011,92.560,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Final volume of DNA before water (uL),5.154,5.005,4.857,4.709,4.561,4.412,4.116,5.175,5.577,5.429,5.281,5.133,4.984,4.836,4.539,7.452,6.425,6.276,6.128,5.980,5.831,5.683,5.387,5.175,8.119,7.971,7.822,7.674,7.526,7.378,7.081,7.452,,total volume,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H2O,5.846,5.995,6.143,6.291,6.439,6.588,6.884,5.825,5.423,5.571,5.719,5.867,6.016,6.164,6.461,3.548,4.575,4.724,4.872,5.020,5.169,5.317,5.613,5.825,2.881,3.029,3.178,3.326,3.474,3.622,3.919,3.548,,water volume,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,well_id,H1,G1,F1,E1,D1,C1,B1,A1,H2,G2,F2,E2,D2,C2,B2,A2,H3,G3,F3,E3,D3,C3,B3,A3,H4,G4,F4,E4,D4,C4,B4,A4,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,fmol ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25E-06,nmol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
current adjustment,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50E-07,nmol,,,,,,,,,,,,,,1.09,,,,,,,,,,,,,,,,,,,,,
Plate type,area adjustment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.00,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 cm,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-well,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-well,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.16,transfers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-well,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dilute plasmids such that for chaperones, 0.25x condition requires 10 0.25 nL transfers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48-well,0.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-well,0.033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,nM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
